Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Data Scientist,Angel One,Applied Successfully,10-14 Lacs P.A.,"6th Floor, 601, Akruti Star, MIDC Central Road Andheri East, Mumbai, Mumbai Suburban , MUMBAI, Maharashtra, India
http://www.angelbroking.com",No URL,,,
Data Scientist,Whizdm Innovations,Applied Successfully,15-25 Lacs P.A.,"NO.17/1 3RD FLOOR, THE ADDRESS BUILDING, BANGALORE, BANGALORE, Karnataka, India",No URL,,,
Data Scientist,Whizdm Innovations,Already applied,15-25 Lacs P.A.,"NO.17/1 3RD FLOOR, THE ADDRESS BUILDING, BANGALORE, BANGALORE, Karnataka, India",No URL,,,
