Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Full Stack PHP Developer,,Not Applying because of keyword mentioned php,,,No URL,,,
Bambu Senior Test Leader,Sophos Banking Solutions,Applied Successfully,15-20 Lacs P.A.,"Cr 11 # 71 - 73 - Oficina 404, USA",No URL,,,
,,,,,,1. How many years of experience do you have working with Mambu? ? ,radio,2 - 3
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-software-dev-engineer-c-net-sql-csg-international-bangalore-bengaluru-1-to-5-years-240323011143?src=jobsearchDesk&sid=16857767082201924&xp=3&px=1,,,
React Native Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
React Native Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
Strategy Associate (CustomerOps),Clipboard Health,Applied Successfully,Not Disclosed,[],No URL,,,
Strategy Associate (CustomerOps),Clipboard Health,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=020623501547&multiApplyResp={%22020623501547%22:202},,,
Senior React Front End Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
Senior Software Engineer .NET,,Not Applying because of keyword mentioned .net,,,No URL,,,
.NET Fullstack Web Developer,,Not Applying because of keyword mentioned .net,,,No URL,,,
