Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Software Engineers: Full Stack / Front-end / Back-end developers,8vdX (YC W22),Applied Successfully,15-30 Lacs P.A.,[],No URL,,,
Software Engineers: Full Stack / Front-end / Back-end developers,8vdX (YC W22),Already applied,15-30 Lacs P.A.,[],No URL,,,
MERN Full Stack Developer (3-7 years),Byteridge,Applied Successfully,9-14 Lacs P.A.,[],No URL,,,
MERN Full Stack Developer (3-7 years),Byteridge,Already applied,9-14 Lacs P.A.,[],No URL,,,
Node.js Developer,Raftlabs,Applied Successfully,Not Disclosed,[],No URL,,,
Node.js Developer,Raftlabs,Already applied,Not Disclosed,[],No URL,,,
Dot Net Engineer with Angular/React.js (3-6 years),,Not Applying because of keyword mentioned dot,,,No URL,,,
React Native Developer - iOS/Android Platform,,Not Applying because of keyword mentioned react,,,No URL,,,
Project/Program Manager,CHC,Applied Successfully,Not Disclosed,[],No URL,,,
Project/Program Manager,CHC,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=310523501922&multiApplyResp={%22310523501922%22:202},,,
Senior Dot Net Developer,,Not Applying because of keyword mentioned dot,,,No URL,,,
Oracle ASAP Developer,Ekfrazo Technologies,Applied Successfully,Not Disclosed,[],No URL,,,
Oracle ASAP Developer,Ekfrazo Technologies,Already applied,Not Disclosed,[],No URL,,,
Java Developer,,Not Applying because of keyword mentioned java,,,No URL,,,
Experienced Mulesoft Developer,Neoris,Applied Successfully,Not Disclosed,[],No URL,,,
Experienced Mulesoft Developer,Neoris,Already applied,Not Disclosed,[],No URL,,,
Mobile QA Engineer,Aequilibrium Software Inc.,Applied Successfully,Not Disclosed,[],No URL,,,
Mobile QA Engineer,Aequilibrium Software Inc.,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=310523502012&multiApplyResp={%22310523502012%22:202},,,
Program Coordinator,Theoremone,Applied Successfully,Not Disclosed,[],No URL,,,
Program Coordinator,Theoremone,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=310523501125&multiApplyResp={%22310523501125%22:202},,,
Publisher Development Associate,Sell Ads,Applied Successfully,Not Disclosed,[],No URL,,,
Publisher Development Associate,Sell Ads,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=310523501085&multiApplyResp={%22310523501085%22:202},,,
Principal Services sales executive,,Not Applying because of keyword mentioned sales,,,No URL,,,
ROR Developer,Trigyn Technologies,Applied Successfully,Not Disclosed,"27-A SDF 1,,SEEPZ,SEZ,ANDHERI EAST, MUMBAI, MUMBAI, Maharashtra, India",No URL,,,
