Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Software Engineer - C++,,Not Applying because of keyword mentioned c++,,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://www.naukri.com/job-listings-python-developer-ai-ml-genpact-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-040723006953?src=jobsearchDesk&sid=16888800899922599&xp=2&px=1,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://www.naukri.com/job-listings-python-developer-ai-ml-genpact-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-040723006953?src=jobsearchDesk&sid=16888800899922599&xp=2&px=1,,,
Azure Infrastructure application Support engineer,Comviva Technology,Applied Successfully,Not Disclosed,,No URL,,,
,,,,,,Select,select-one,Maharashtra
,,,,,,2. Please select your city*,select-one,Mumbai
,,,,,,3. Total Experience*,select-one,2 - 4 Years
,,,,,,4. Relevant Experience*,select-one,2 - 4 Years
,,,,,,5. Official Notice Period*,select-one,0 Days
,,,,,,6. Date of availability (months)*,select-one,Jul
,,,,,,7. Date of availability (day)*,select-one,10
,,,,,,8. Date of availability (year)*,select-one,2023
,,,,,,9. I consent to naukri.com and Comviva Technologies Limited. for storing my personal data in pursue to this application.,radio,I Accept
Consultant_ Azure Databricks,Tredence,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://career.tredence.com/job/Consultant_-Azure-Databricks/16741144/,,,
Python Django Developer - OpenERP,L A Consultancy,Applied Successfully,Not Disclosed,,No URL,,,
Celonis Data Engineer,Tech Mahindra,Applied Successfully,Not Disclosed,,No URL,,,
Fullstack Engineer,Fractal Analytics,Applied Successfully,Not Disclosed,,No URL,,,
,,,,,,1. Are you currently Working?*,radio,No
,,,,,,"2. If not working currently, Mention Last Working Day?*",text,15
,,,,,,3. Total Year of Experience?*,text,3
,,,,,,4. Total Tenure of your GAP?*,text,15 days
,,,,,,5. Please Select One Option Below*,radio,Male
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://www.naukri.com/job-listings-walkin-interviews-for-python-developer-gd-hyd-office-on-11th-july-23-globaldata-hyderabad-secunderabad-3-to-6-years-060723006448?src=jobsearchDesk&sid=16888800899922599&xp=9&px=1,,,
Backend Python Developer,Pocket Fm,Applied Successfully,14-24 Lacs P.A.,,No URL,,,
Data Analyst,Rozzgar Hr Management,Applied Successfully,Not Disclosed,,No URL,,,
CN - Strategy - MC - Comms & Media - Networks - 09,Accenture,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://www.accenture.com/in-en/careers/jobdetails?id=61546_india_4&SRC=RECNau,,,
Quality Engineer/ Senior QA ( Database testing And Python),Teradata,Applied Successfully,Not Disclosed,,No URL,,,
,,,,,,1. How many years of experience do you have in database testing ? ,select-one,3 - 5.0
,,,,,,2. How many years of experience do you have in python ? ,select-one,3 - 5.0
,,,,,,3. First Name*,text,Tushar
,,,,,,4. Last Name*,text,Malhan
Full-Stack Python Django and React Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
"Software Developer (React, Django, Python)",Redseer Consulting,Applied Successfully,Not Disclosed,,No URL,,,
Business Analyst - SQL/Python,Welink,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://www.naukri.com/job-listings-senior-python-developer-notice-period-30-days-atyeti-hyderabad-secunderabad-telangana-2-to-6-years-230623008081?src=jobsearchDesk&sid=16888800899922599&xp=17&px=1,,,
Senior Software Engineer Java/Python,Feham Hr Solutions,Applied Successfully,15-25 Lacs P.A.,,No URL,,,
Digital Specialist - Power BI/Python & SQL,Technoscience,Applied Successfully,Not Disclosed,,No URL,,,
"BMC, C++, Python",Feham Hr Solutions,Applied Successfully,5-15 Lacs P.A.,,No URL,,,
