Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Advanced Analytics Analyst,Sanofi,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://sanofi.wd3.myworkdayjobs.com/en-US/SanofiCareers/login?redirect=%2Fen-US%2FSanofiCareers%2Fjob%2FBudapest%2FAdvanced-Analytics-Analyst_R2699873%2Fapply%2FautofillWithResume,,,
Urgent Hiring - VAPT - Bangalore / Hyderabad,Clarity Consulting,Applied Successfully,Not Disclosed,,No URL,,,
TM1/Planning Analytics Consultant,Qcom,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://qualcomm.wd5.myworkdayjobs.com/en-US/External/login?redirect=%2Fen-US%2FExternal%2Fjob%2FHyderabad-IND%2FTM1-Planning-Analytics-Consultant_3052487%2Fapply%2FautofillWithResume,,,
Epidemiologist,Clarivate,Applied Successfully,Not Disclosed,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,,https://clarivate.wd3.myworkdayjobs.com/en-US/Clarivate_Careers/login?redirect=%2Fen-US%2FClarivate_Careers%2Fjob%2FIND---Bangalore-%28DRG%29%2FEpidemiologist_JREQ122826%2Fapply%2FautofillWithResume,,,
SDET Automation Test Engineer,Bhanix,Applied Successfully,Not Disclosed,,No URL,,,
Senior Salesforce.com Developer/ lead,Dhruvsoft Services,Applied Successfully,Not Disclosed,"Madhapur, 10, Quadrant 2- A3 Module, Cyber Towers, Hi-Tech City, Hyderabad, Rangareddy, Telangana , Hyderabad, Telangana, India",No URL,,,
Front-End Developer with React JS,,Not Applying because of keyword mentioned react,,,No URL,,,
