Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Frontend Engineer [React],,Not Applying because of keyword mentioned frontend,,,No URL,,,
Python Automation Test Engineer,Advance Career Solutions,Applied Successfully,9-19 Lacs P.A.,[],No URL,,,
Embedded SW Engineer with telecom domain experience,Valuable Consulting And Technologies,Applied Successfully,Not Disclosed,[],No URL,,,
Associate,PwC,Applied Successfully,Not Disclosed,[],No URL,,,
Associate,PwC,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=020623501688&multiApplyResp={%22020623501688%22:202},,,
Member Technical Staff Cloud Security,Wind River,Applied Successfully,Not Disclosed,[],No URL,,,
Member Technical Staff Cloud Security,Wind River,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501586&multiApplyResp={%22010623501586%22:202},,,
Sr. DevOps Platform Engineer,Align Technology,Applied Successfully,Not Disclosed,[],No URL,,,
Sr. DevOps Platform Engineer,Align Technology,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501160&multiApplyResp={%22010623501160%22:202},,,
"Sr. Software Development Engineer in Test, Provisioner",NetSkope Software,Applied Successfully,Not Disclosed,[],No URL,,,
"Sr. Software Development Engineer in Test, Provisioner",NetSkope Software,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623500403&multiApplyResp={%22010623500403%22:202},,,
Java + windows installer,,Not Applying because of keyword mentioned java,,,No URL,,,
Advanced Analytics Specialist,Novartis,Applied Successfully,Not Disclosed,[],No URL,,,
Advanced Analytics Specialist,Novartis,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501604&multiApplyResp={%22010623501604%22:202},,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-application-development-associate-intelligent-automation-enablement-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-020623909416?src=jobsearchDesk&sid=16857292602546059&xp=10&px=1,,,
ADAS Developer C++ German MNC,,Not Applying because of keyword mentioned c++,,,No URL,,,
Software Professional,Siemens,Applied Successfully,Not Disclosed,[],No URL,,,
Software Professional,Siemens,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=020623501751&multiApplyResp={%22020623501751%22:202},,,
WLAN MAC System Engineer,Synaptics,Applied Successfully,Not Disclosed,Bangalore,No URL,,,
