Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
WAF / Security Infra Engineer,Luxoft,Applied Successfully,Not Disclosed,[],No URL,,,
WAF / Security Infra Engineer,Luxoft,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501489&multiApplyResp={%22010623501489%22:202},,,
Full Stack PHP Developer,,Not Applying because of keyword mentioned php,,,No URL,,,
Power Platform Developer :: UK Client ( Remote),SWS Smart Working Solutions,Applied Successfully,Not Disclosed,"Plot No-6, Upper Ground Floor, C Block, NEW DELHI, Delhi, India",No URL,,,
Power Platform Developer :: UK Client ( Remote),SWS Smart Working Solutions,Already applied,Not Disclosed,"Plot No-6, Upper Ground Floor, C Block, NEW DELHI, Delhi, India",No URL,,,
AbInitio Developer,Luxoft,Applied Successfully,Not Disclosed,[],No URL,,,
AbInitio Developer,Luxoft,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501485&multiApplyResp={%22010623501485%22:202},,,
AbInitio Developer,Luxoft,Applied Successfully,Not Disclosed,[],No URL,,,
AbInitio Developer,Luxoft,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501484&multiApplyResp={%22010623501484%22:202},,,
AbInitio Developer,Luxoft,Applied Successfully,Not Disclosed,[],No URL,,,
AbInitio Developer,Luxoft,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501483&multiApplyResp={%22010623501483%22:202},,,
AbInitio Developer,Luxoft,Applied Successfully,Not Disclosed,[],No URL,,,
AbInitio Developer,Luxoft,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623501482&multiApplyResp={%22010623501482%22:202},,,
IT Enterprise Applications Administrator APAC,Gitlab,Applied Successfully,Not Disclosed,[],No URL,,,
IT Enterprise Applications Administrator APAC,Gitlab,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=010623500390&multiApplyResp={%22010623500390%22:202},,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-software-dev-engineer-c-net-sql-csg-international-bangalore-bengaluru-1-to-5-years-240323011143?src=jobsearchDesk&sid=16857047315526103&xp=9&px=1,,,
Looking For Front End Developer,Premium,Applied Successfully,Not Disclosed,[],No URL,,,
Senior React Front End Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
Wordpress Developer,Engagedly Software,Applied Successfully,Not Disclosed,[],No URL,,,
,,,,,,1. How many years of experience do you have in Wordpress ? ,radio,3 - 5
Wordpress Developer,Engagedly Software,Submission Failed ,Not Disclosed,[],https://www.naukri.com/myapply/saveApply?strJobsarr=020623006303&applytype=single&resId=176533908&ApplyMode=1&logstr=--jobsearchDesk-12-F-0-1--16857047315526103-&id=&src=&reqId=&response=&questData=&multiApplyResp={%22020623006303%22:200}&https_apply=&jquery=1&edup=&applySrc=jobsearchDesk&isMobile=&actualDomain=www.naukri.com&interest=&https_apply=&cb=&fb=&appreqid=&ip=14.102.12.246&webApp=&jobTitle=Wordpress%20Developer,,,
WordPress Backend Developer- US Based - Work US Time ZONE Only,1 Source Bpo,Applied Successfully,5-10 Lacs P.A.,"1939 Parker Ct, Stone Mountain, GA 30087,",No URL,,,
WordPress Backend Developer- US Based - Work US Time ZONE Only,1 Source Bpo,Submission Failed ,5-10 Lacs P.A.,"1939 Parker Ct, Stone Mountain, GA 30087,",https://www.naukri.com/myapply/saveApply?strJobsarr=010623009710&applytype=single&resId=176533908&ApplyMode=1&logstr=--jobsearchDesk-13-F-0-1--16857047315526103-&id=&src=&reqId=&response=&questData=&multiApplyResp={%22010623009710%22:200}&https_apply=&jquery=1&edup=&applySrc=jobsearchDesk&isMobile=&actualDomain=www.naukri.com&interest=&https_apply=&cb=&fb=&appreqid=&ip=14.102.12.246&webApp=&jobTitle=WordPress%20Backend%20Developer-%20US%20Based%20-,,,
Full Stack Developer,Infotech Maldives Pte Ltd,Applied Successfully,5-12 Lacs P.A.,[],No URL,,,
,,,,,,1. What is your level of Expertise with Blazor (rate from 1 to 5)*,select-one,3
,,,,,,2. What is your level of Expertise with Flutter (rate from 1 to 5)*,select-one,2
,,,,,,3. What is your level of Expertise with EntityFramework Core (rate from 1 to 5)*,select-one,3
,,,,,,4. What is your level of Expertise with API integration (rate from 1 to 5)*,select-one,5
,,,,,,5. What is your level of Expertise with SQL server(rate from 1 to 5)*,select-one,3
Hiring Business Development Manager - IT / Digital Sales( Remote Job),ClixLogix,Applied Successfully,Not Disclosed,"C-84,,,SECTOR 65,NOIDA , NOIDA, Uttar Pradesh, India",No URL,,,
,,,,,,,text,based on market standards
,,,,,,2. How many years of experience do you have in sales ? ,text,2
,,,,,,3. How many years of experience do you have in lead generation?*,text,3
,,,,,,4. What is the notice period in your current company? ,text,Immediate
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/myapply/saveApply?strJobsarr=010623006307&applytype=single&resId=176533908&ApplyMode=1&logstr=other-microsite&id=&src=&reqId=&response=&questData=&multiApplyResp={%22010623006307%22:200}&https_apply=&jquery=1&edup=&applySrc=&isMobile=&actualDomain=apply.naukri.com&interest=&https_apply=&cb=&fb=&appreqid=&ip=14.102.12.246&webApp=&jobTitle=HRIS%20Specialist%20(HRSD%20/%20ITSM%20implementat,,,
