Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Software Engineer - React Native,,Not Applying because of keyword mentioned react,,,No URL,,,
"Data Engineer-Python-(Bangalore, Gurgaon, Chennai, Pune, Mumbai)",Imaginators Try Going Beyond,Applied Successfully,14-24 Lacs P.A.,[],No URL,,,
"Data Engineer-Python-(Bangalore, Gurgaon, Chennai, Pune, Mumbai)",Imaginators Try Going Beyond,Already applied,14-24 Lacs P.A.,[],No URL,,,
SQL Analyst / Sr. SQL Analyst / Lead SQL Analyst,Dreambig It Solutions India,Applied Successfully,Not Disclosed,[],No URL,,,
SQL Analyst / Sr. SQL Analyst / Lead SQL Analyst,Dreambig It Solutions India,Already applied,Not Disclosed,[],No URL,,,
Associate Technical Lead,Link Group,Applied Successfully,Not Disclosed,[],No URL,,,
Associate Technical Lead,Link Group,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=060623500145&multiApplyResp={%22060623500145%22:202},,,
Data Engineer - Python & SQl- Remoet,Team Plus Staffing Solution,Applied Successfully,7-10 Lacs P.A.,[],No URL,,,
Data Engineer - Python & SQl- Remoet,Team Plus Staffing Solution,Already applied,7-10 Lacs P.A.,[],No URL,,,
Machine Learning Engineer (Speech),Level Ai,Applied Successfully,Not Disclosed,[],No URL,,,
Machine Learning Engineer (Speech),Level Ai,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=310523501952&multiApplyResp={%22310523501952%22:202},,,
Python Automation Test Engineer,MSys Technologies,Applied Successfully,Not Disclosed,[],No URL,,,
Python Automation Test Engineer,MSys Technologies,Already applied,Not Disclosed,[],No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-cn-comms-media-japan-bilingual-manager-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-2-to-7-years-310523910554?src=jobsearchDesk&sid=16861402430834694&xp=8&px=1,,,
Walkin Drive For Python QA/Storage on Sat(Virtual) @ MSys Technologies,MSys Technologies,Applied Successfully,10-20 Lacs P.A.,"5/397,8th Floor,ASV Chandilya Towers,Rajiv Gandhi , Salai,Okkiyam Thoraipakkam, Chennai, Tamilnadu, India
www.msys-tech.com",No URL,,,
Software Engineer II Perl with Python,S&P Global Market Intelligence,Applied Successfully,8-18 Lacs P.A.,[],No URL,,,
,,,,,,1. How many years of experience do you have in python ? ,radio,3 - 6
,,,,,,2. How many years of experience do you have in perl ? ,radio,3 - 6
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-python-developer-omega-healthcare-chennai-tamil-nadu-bangalore-bengaluru-karnataka-3-to-5-years-060623005988?src=jobsearchDesk&sid=16861402430834694&xp=11&px=1,,,
Python Developer,Maplelabs Solutions,Applied Successfully,Not Disclosed,[],No URL,,,
,,,,,,1. How many years of experience do you have in object oriented programming ?*,radio,3 - 4
,,,,,,2. How many years of experience do you have in linux ?*,radio,3 - 5.0
,,,,,,3. What is the official notice period in your current company ?*,select-one,less than 15 days
,,,,,,4. Are your currently serving the notice period ?*,radio,Yes
,,,,,,5. Are you able to writing the python programming language ? *,radio,Yes
,,,,,,6. How many years of experience do you have in python ? ,select-one,2 - 4
Machine Learning Manager - R/Python/Java,Career Maker,Applied Successfully,Not Disclosed,[],No URL,,,
Research Engineer - Big Data/Machine Learning - Java/C++/Perl/Python,Career Maker,Applied Successfully,Not Disclosed,[],No URL,,,
