Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Cloud Data Engineers,Dimension Data,Applied Successfully,Not Disclosed,[],No URL,,,
Cloud Data Engineers,Dimension Data,Apply manually on company's portal,  Not Disclosed by Recruiter ,[],https://www.naukri.com/myapply/showAcp?jquery=1&file=060623500029&multiApplyResp={%22060623500029%22:202},,,
Java Full Stack Developer,,Not Applying because of keyword mentioned java,,,No URL,,,
Dot Net Developer,,Not Applying because of keyword mentioned dot,,,No URL,,,
job_title,company_name,Apply manually on company's portal,  Not Disclosed by Recruiter ,No Recruiters Details Found,https://www.naukri.com/job-listings-software-dev-engineer-c-net-sql-csg-international-bangalore-bengaluru-1-to-5-years-240323011143?src=jobsearchDesk&sid=16861420342393362&xp=4&px=1,,,
.Net MVC /.Net Core Developer,,Not Applying because of keyword mentioned .net,,,No URL,,,
Fullstack Developer,Technoxander India Private Limited,Applied Successfully,Not Disclosed,[],No URL,,,
Fullstack Developer,Technoxander India Private Limited,Already applied,Not Disclosed,[],No URL,,,
Hiring For MS Dynamics CRM Developer with Datamatics - Remote,Datamatics,Applied Successfully,16-20 Lacs P.A.,"Plot No. 58, Street No. 17,Andheri (East), Near Akruti Center, MUMBAI, Maharashtra - 400093,India",No URL,,,
Full Stack PHP Developer,,Not Applying because of keyword mentioned php,,,No URL,,,
Backend Developer (Immediate),Semusi Technologies,Applied Successfully,6-11 Lacs P.A.,[],No URL,,,
Backend Developer (Immediate),Semusi Technologies,Already applied,6-11 Lacs P.A.,[],No URL,,,
Android Application Developer,Raag Music Therapy,Applied Successfully,5-10 Lacs P.A.,[],No URL,,,
Android Application Developer,Raag Music Therapy,Already applied,5-10 Lacs P.A.,[],No URL,,,
3D Developer (Three.js / Cesium.js),Ncircle Tech,Applied Successfully,10-20 Lacs P.A.,[],No URL,,,
