Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Senior Devops Engineer - Python/ Bash Scripting,Reali Solutions,Applied Successfully,12-18 Lacs P.A.,"#442 MM Layout, Subhash Nagar, Bangalore, 560068",No URL,,,
Senior Data Engineer,Techolution,Applied Successfully,14-22.5 Lacs P.A.,"4 B TH FLOOR,,,AGMNR TOWERS,,MADHAPUR, Hyderabad, Telangana, India",No URL,,,
,,,,,,1. What is the notice period in your current company ? ,select-one,less than 15 days
,,,,,,2. What is your expected annual CTC in INR ? ,text,"Based on market standards, open to negotiate"
,,,,,,"3. Are you currently serving your notice? If yes, then what's your last working day?*",text,"No, Already served on 15 june 2023"
Product Lead - Permeant Work From Home - Remote,Shrenzo Careers,Applied Successfully,32.5-40 Lacs P.A.,,No URL,,,
,,,,,,1. What is the notice period in your current company ? ,select-one,less than 15 days
,,,,,,2. Do you have educational Specialization FROM TOP 50 Collages in India ? ,radio,yes
Data Science (Only from Top IIT Institutes)- Remote,Path Mentors Staffing Solution,Applied Successfully,Not Disclosed,,No URL,,,
Data Analytics (Only from Top IIT Institutes)- Remote,Path Mentors Staffing Solution,Applied Successfully,Not Disclosed,,No URL,,,
IT Support Engineer,Appfire,Applied Successfully,Not Disclosed,,No URL,,,
