Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Microsoft Dynamics 365 Business Central Developer,Novoinvent Software,Applied Successfully,8-12 Lacs P.A.,"Office No. 16-17,6th Floor, Tower -1,STELLAR IT PA, RK,C-25,SECTOR 62, NOIDA, NOIDA, Uttar Pradesh, India",No URL,,,
Rpgle/AS400 Developer - PAN India,Programmers io,Applied Successfully,Not Disclosed,https://www.programmers.io/,No URL,,,
12 LPA - SAAS Sales & Business Development - Work From Home,,Not Applying because of keyword mentioned sales,,,No URL,,,
React Native Developer,,Not Applying because of keyword mentioned react,,,No URL,,,
Websphere Developer,Talent Corner Hr Services,Applied Successfully,15-25 Lacs P.A.,Ahmedabad-Gujarat,No URL,,,
,,,,,,1. How many years of experience in HCL WebSphere Commerce v9?*,radio,Less than 5yrs
,,,,,,2. How many years of experience in Java J2EE Technology? ,radio,Less than 5
,,,,,,3. Where are you currently residing?*,text,Uttarakhand
,,,,,,4. First Name*,text,Tushar
,,,,,,5. Last Name*,text,Malhan
Software Test Engineer,Gama Consulting Solutions,Applied Successfully,5-11 Lacs P.A.,"No 32, 3rd Cross, Balaji, Near Lake, Rachenahalli, Bangalore",No URL,,,
Asp.Net Developer,,Not Applying because of keyword mentioned asp.net,,,No URL,,,
Sr. Sitecore Developer,MVG Hr Solutions,Applied Successfully,15-20 Lacs P.A.,[],No URL,,,
.NET Fullstack Web Developer,,Not Applying because of keyword mentioned .net,,,No URL,,,
